ContractNumber,ContractType,GroupNumber,EffectiveDate,ExpirationDate,RenewalDate,PolicyID,CustomerSSN
CNT-CDP-9084-081,Individual,GRP-220617,8/2/2020,8/2/2021,12/12/2021,CDP-CDCP-171336,168-52-1435
CNT-CDP-8090-667,Family,GRP-096168,10/6/2020,10/6/2021,3/2/2022,CDP-CHS-501036,736-72-4628
CNT-CDP-1668-340,Family,GRP-678891,4/14/2020,4/14/2021,6/22/2021,CDP-RWP-867534,747-56-5781
CNT-CDP-5357-954,Individual,GRP-447225,12/18/2020,12/18/2021,,CDP-NC-355709,618-65-3141
CNT-CDP-4368-704,Family,GRP-844070,3/20/2020,3/20/2021,2/4/2022,CDP-ADS-864979,185-30-3761
CNT-CDP-6399-413,Group,GRP-113400,2/26/2020,2/25/2021,6/7/2021,CDP-RCA-783875,425-60-9329
CNT-CDP-3951-998,Family,GRP-069015,12/6/2020,12/6/2021,1/15/2022,CDP-BJHP-038233,401-04-8498
CNT-CDP-9515-836,Individual,GRP-578026,4/8/2020,4/8/2021,1/3/2022,CDP-CCC-228385,483-35-2656
CNT-CDP-6744-919,Individual,GRP-612339,9/23/2020,9/23/2021,12/5/2021,CDP-CDCP-171336,758-28-3233
CNT-CDP-4270-326,Family,GRP-743722,6/12/2020,6/12/2021,9/15/2021,CDP-CHS-501036,176-91-5939
CNT-CDP-6624-320,Group,GRP-602162,6/8/2020,6/8/2021,2/26/2022,CDP-RWP-867534,338-59-2665
CNT-CDP-5455-241,Individual,GRP-274710,2/7/2020,2/6/2021,8/22/2021,CDP-NC-355709,482-40-1690
CNT-CDP-3355-233,Group,GRP-043249,1/2/2020,1/1/2021,9/16/2021,CDP-ADS-864979,339-35-4231
CNT-CDP-3884-594,Individual,GRP-566133,11/29/2020,11/29/2021,11/1/2022,CDP-RCA-783875,707-70-2974
CNT-CDP-1303-878,Individual,GRP-752567,9/1/2020,9/1/2021,9/11/2021,CDP-BJHP-038233,803-89-9048
CNT-CDP-8837-829,Individual,GRP-377309,6/6/2020,6/6/2021,9/17/2021,CDP-CCC-228385,696-66-8047
CNT-CDP-2290-256,Group,GRP-030860,5/9/2020,5/9/2021,2/23/2022,CDP-CDCP-171336,508-50-1790
CNT-CDP-9543-145,Family,GRP-511438,11/30/2020,11/30/2021,11/30/2022,CDP-CHS-501036,722-38-0563
CNT-CDP-4117-855,Family,GRP-693534,11/12/2020,11/12/2021,,CDP-RWP-867534,882-29-5174
CNT-CDP-0320-619,Family,GRP-705453,10/20/2020,10/20/2021,5/18/2022,CDP-NC-355709,815-54-1401
CNT-CDP-8163-364,Family,GRP-813646,11/26/2020,11/26/2021,,CDP-ADS-864979,438-12-4628
CNT-CDP-6263-412,Family,GRP-867416,5/1/2020,5/1/2021,1/6/2022,CDP-RCA-783875,294-47-6704
CNT-CDP-0640-430,Individual,GRP-883382,8/5/2020,8/5/2021,12/6/2021,CDP-BJHP-038233,143-46-2783
CNT-CDP-8133-157,Group,GRP-803710,7/9/2020,7/9/2021,10/2/2021,CDP-CCC-228385,763-27-4967
CNT-CDP-5664-951,Family,GRP-446344,7/7/2020,7/7/2021,6/17/2022,CDP-CDCP-171336,417-63-0056
CNT-CDP-6640-999,Family,GRP-539650,2/5/2020,2/4/2021,6/2/2021,CDP-CHS-501036,646-24-6946
CNT-CDP-5520-624,Group,GRP-655074,11/11/2020,11/11/2021,12/24/2021,CDP-RWP-867534,620-80-1535
CNT-CDP-8519-024,Individual,GRP-302670,10/10/2020,10/10/2021,,CDP-NC-355709,505-12-3386
CNT-CDP-5965-792,Individual,GRP-816251,10/13/2020,10/13/2021,12/24/2021,CDP-ADS-864979,490-01-0382
CNT-CDP-0031-259,Individual,GRP-937797,4/8/2020,4/8/2021,7/12/2021,CDP-RCA-783875,405-95-7014
CNT-CDP-1708-732,Family,GRP-068669,3/27/2020,3/27/2021,11/19/2021,CDP-BJHP-038233,856-84-5835
CNT-CDP-9576-379,Family,GRP-784816,8/1/2020,8/1/2021,1/26/2022,CDP-CCC-228385,133-79-4272
CNT-CDP-0648-936,Individual,GRP-221129,2/21/2020,2/20/2021,,CDP-CDCP-171336,678-24-3779
CNT-CDP-4062-697,Individual,GRP-123762,7/24/2020,7/24/2021,8/23/2021,CDP-CHS-501036,831-70-3318
CNT-CDP-3627-043,Individual,GRP-149237,5/9/2020,5/9/2021,10/11/2021,CDP-RWP-867534,517-96-6739
CNT-CDP-4766-809,Individual,GRP-092168,3/10/2020,3/10/2021,,CDP-NC-355709,329-77-4299
CNT-CDP-8132-693,Family,GRP-251342,3/5/2020,3/5/2021,8/17/2021,CDP-ADS-864979,601-93-8041
CNT-CDP-1981-727,Group,GRP-216065,10/15/2020,10/15/2021,6/2/2022,CDP-RCA-783875,585-97-5767
CNT-CDP-9035-841,Group,GRP-654794,10/5/2020,10/5/2021,3/23/2022,CDP-BJHP-038233,346-90-3521
CNT-CDP-1350-212,Group,GRP-162742,8/7/2020,8/7/2021,12/13/2021,CDP-CCC-228385,572-52-6215
CNT-CDP-0059-008,Group,GRP-904077,5/5/2020,5/5/2021,12/26/2021,CDP-CDCP-171336,845-85-8761
CNT-CDP-6738-069,Individual,GRP-518004,9/19/2020,9/19/2021,4/6/2022,CDP-CHS-501036,429-21-6288
CNT-CDP-6342-343,Individual,GRP-481624,11/11/2020,11/11/2021,,CDP-RWP-867534,209-96-9359
CNT-CDP-6833-954,Family,GRP-787449,4/10/2020,4/10/2021,3/5/2022,CDP-NC-355709,749-97-9210
CNT-CDP-9195-527,Family,GRP-999186,7/6/2020,7/6/2021,2/6/2022,CDP-ADS-864979,102-02-5320
CNT-CDP-6054-010,Individual,GRP-755233,10/12/2020,10/12/2021,7/3/2022,CDP-RCA-783875,130-44-9143
CNT-CDP-3703-412,Group,GRP-363584,9/20/2020,9/20/2021,7/10/2022,CDP-BJHP-038233,172-85-1067
CNT-CDP-4859-759,Individual,GRP-367825,9/19/2020,9/19/2021,,CDP-CCC-228385,435-10-4849
CNT-CDP-2125-864,Group,GRP-552481,1/3/2020,1/2/2021,1/6/2021,CDP-CDCP-171336,271-25-6631
CNT-CDP-6110-946,Group,GRP-509306,7/8/2020,7/8/2021,,CDP-CHS-501036,611-49-6271
CNT-CDP-0377-990,Individual,GRP-395474,11/7/2020,11/7/2021,9/12/2022,CDP-RWP-867534,683-18-2016
CNT-CDP-5029-871,Group,GRP-746741,8/20/2020,8/20/2021,11/20/2021,CDP-NC-355709,707-61-9562
CNT-CDP-5729-354,Individual,GRP-263496,10/29/2020,10/29/2021,8/18/2022,CDP-ADS-864979,583-19-2261
CNT-CDP-3173-410,Individual,GRP-018269,9/28/2020,9/28/2021,4/16/2022,CDP-RCA-783875,397-05-4780
CNT-CDP-6674-789,Group,GRP-279354,12/14/2020,12/14/2021,1/5/2022,CDP-BJHP-038233,261-37-4176
CNT-CDP-6368-860,Family,GRP-918939,3/19/2020,3/19/2021,10/16/2021,CDP-CCC-228385,568-30-1434
CNT-CDP-5160-021,Individual,GRP-702286,10/27/2020,10/27/2021,,CDP-CDCP-171336,546-67-4067
CNT-CDP-4229-595,Group,GRP-982855,2/22/2020,2/21/2021,,CDP-CHS-501036,783-68-0154
CNT-CDP-1544-181,Group,GRP-542454,4/3/2020,4/3/2021,11/10/2021,CDP-RWP-867534,822-84-5975
CNT-CDP-8349-877,Group,GRP-659638,1/31/2020,1/30/2021,10/7/2021,CDP-NC-355709,489-98-8589
CNT-CDP-8986-905,Group,GRP-262394,8/7/2020,8/7/2021,,CDP-ADS-864979,483-11-4619
CNT-CDP-3811-772,Group,GRP-280706,12/21/2020,12/21/2021,,CDP-RCA-783875,722-71-1318
CNT-CDP-8773-043,Family,GRP-510257,7/24/2020,7/24/2021,,CDP-BJHP-038233,430-79-6857
CNT-CDP-1701-925,Individual,GRP-352465,9/6/2020,9/6/2021,8/2/2022,CDP-CCC-228385,358-64-7392
CNT-CDP-7771-542,Family,GRP-375115,10/12/2020,10/12/2021,5/25/2022,CDP-CDCP-171336,646-41-5274
CNT-CDP-2211-144,Individual,GRP-756449,3/26/2020,3/26/2021,,CDP-CHS-501036,544-47-2185
CNT-CDP-6382-954,Individual,GRP-262536,6/13/2020,6/13/2021,2/25/2022,CDP-RWP-867534,652-70-9706
CNT-CDP-9229-908,Family,GRP-118015,10/13/2020,10/13/2021,2/26/2022,CDP-NC-355709,862-15-0803
CNT-CDP-9415-635,Individual,GRP-190468,6/26/2020,6/26/2021,1/19/2022,CDP-ADS-864979,761-99-8936
CNT-CDP-2750-612,Family,GRP-194670,11/24/2020,11/24/2021,,CDP-RCA-783875,385-22-3959
CNT-CDP-2185-653,Group,GRP-476429,8/7/2020,8/7/2021,8/5/2022,CDP-BJHP-038233,835-28-5830
CNT-CDP-4996-479,Family,GRP-321688,9/21/2020,9/21/2021,2/25/2022,CDP-CCC-228385,320-72-8082
CNT-CDP-2401-771,Individual,GRP-379177,3/6/2020,3/6/2021,3/20/2021,CDP-CDCP-171336,882-39-8683
CNT-CDP-4667-329,Family,GRP-209983,8/4/2020,8/4/2021,,CDP-CHS-501036,463-31-3614
CNT-CDP-6844-322,Group,GRP-229524,11/9/2020,11/9/2021,,CDP-RWP-867534,121-50-0345
CNT-CDP-0272-472,Family,GRP-631231,3/6/2020,3/6/2021,,CDP-NC-355709,691-17-3387
CNT-CDP-8303-782,Individual,GRP-848670,11/25/2020,11/25/2021,6/15/2022,CDP-ADS-864979,484-11-7643
CNT-CDP-4874-503,Individual,GRP-638212,7/24/2020,7/24/2021,10/13/2021,CDP-RCA-783875,102-21-1414
CNT-CDP-9534-381,Family,GRP-809220,7/30/2020,7/30/2021,,CDP-BJHP-038233,859-29-5605
CNT-CDP-8064-734,Group,GRP-565422,7/2/2020,7/2/2021,8/19/2021,CDP-CCC-228385,235-15-1117
CNT-CDP-7652-991,Individual,GRP-014936,6/14/2020,6/14/2021,1/20/2022,CDP-CDCP-171336,176-91-5939
CNT-CDP-2895-185,Group,GRP-082691,4/3/2020,4/3/2021,12/5/2021,CDP-CHS-501036,405-95-7014
CNT-CDP-8443-242,Individual,GRP-715513,3/19/2020,3/19/2021,,CDP-RWP-867534,309-54-2863
CNT-CDP-9161-928,Family,GRP-195980,1/5/2020,1/4/2021,,CDP-NC-355709,299-78-7188
CNT-CDP-7460-400,Group,GRP-398769,5/26/2020,5/26/2021,8/15/2021,CDP-ADS-864979,729-52-4503
CNT-CDP-5503-729,Individual,GRP-478690,4/2/2020,4/2/2021,5/9/2021,CDP-RCA-783875,536-21-0812
CNT-CDP-7295-758,Group,GRP-709758,9/19/2020,9/19/2021,8/23/2022,CDP-BJHP-038233,774-26-8823
CNT-CDP-2652-622,Individual,GRP-619731,8/7/2020,8/7/2021,1/8/2022,CDP-CCC-228385,347-30-3861
CNT-CDP-6671-361,Family,GRP-320508,3/17/2020,3/17/2021,8/9/2021,CDP-CDCP-171336,786-23-4888
CNT-CDP-9973-546,Individual,GRP-753471,6/1/2020,6/1/2021,2/16/2022,CDP-CHS-501036,682-15-3715
CNT-CDP-6525-498,Group,GRP-060271,12/25/2020,12/25/2021,,CDP-RWP-867534,204-84-2965
CNT-CDP-3480-324,Family,GRP-741385,3/13/2020,3/13/2021,9/17/2021,CDP-NC-355709,758-26-9883
CNT-CDP-5463-404,Individual,GRP-230870,5/19/2020,5/19/2021,6/4/2021,CDP-ADS-864979,890-42-9829
CNT-CDP-4475-174,Family,GRP-604968,6/13/2020,6/13/2021,,CDP-RCA-783875,758-28-3233
CNT-CDP-6985-319,Individual,GRP-937442,4/14/2020,4/14/2021,,CDP-BJHP-038233,683-23-9060
CNT-CDP-7561-398,Group,GRP-319839,3/25/2020,3/25/2021,,CDP-CCC-228385,729-81-0268
CNT-CDP-1047-296,Family,GRP-807086,10/13/2020,10/13/2021,11/26/2021,CDP-CDCP-171336,863-28-4647
CNT-CDP-4963-721,Individual,GRP-204396,2/11/2020,2/10/2021,2/18/2021,CDP-CHS-501036,516-23-5305
CNT-CDP-8780-023,Family,GRP-393148,4/5/2020,4/5/2021,10/15/2021,CDP-RWP-867534,108-98-3421
CNT-CDP-4289-140,Group,GRP-966533,6/11/2020,6/11/2021,9/6/2021,CDP-NC-355709,332-50-8142
CNT-CDP-0505-907,Individual,GRP-474782,7/15/2020,7/15/2021,9/15/2021,CDP-ADS-864979,479-33-8552
CNT-CDP-6924-543,Individual,GRP-940290,8/29/2020,8/29/2021,11/26/2021,CDP-RCA-783875,268-49-2117
CNT-CDP-7073-735,Family,GRP-508198,4/25/2020,4/25/2021,,CDP-BJHP-038233,143-46-2783
CNT-CDP-0372-592,Individual,GRP-908683,3/28/2020,3/28/2021,2/26/2022,CDP-CCC-228385,126-86-4015
CNT-CDP-2846-703,Group,GRP-714398,2/26/2020,2/25/2021,5/6/2021,CDP-CDCP-171336,290-40-6634
CNT-CDP-7235-800,Family,GRP-928951,7/11/2020,7/11/2021,,CDP-CHS-501036,516-69-6549
CNT-CDP-3989-355,Individual,GRP-736895,10/8/2020,10/8/2021,7/8/2022,CDP-RWP-867534,381-63-5242
CNT-CDP-0494-537,Family,GRP-862293,6/11/2020,6/11/2021,7/4/2021,CDP-NC-355709,641-01-2782
CNT-CDP-8882-532,Group,GRP-773453,7/31/2020,7/31/2021,4/1/2022,CDP-ADS-864979,675-38-5467
CNT-CDP-0958-753,Group,GRP-697056,7/14/2020,7/14/2021,7/15/2021,CDP-RCA-783875,236-74-4042
CNT-CDP-6805-890,Group,GRP-417235,8/8/2020,8/8/2021,8/25/2021,CDP-BJHP-038233,742-02-5983
CNT-CDP-2198-359,Individual,GRP-930529,6/14/2020,6/14/2021,,CDP-CCC-228385,352-32-0242
CNT-CDP-0220-379,Group,GRP-713754,4/22/2020,4/22/2021,,CDP-CDCP-171336,560-54-1044
CNT-CDP-0991-634,Group,GRP-001024,11/12/2020,11/12/2021,,CDP-CHS-501036,196-90-9715
CNT-CDP-3793-548,Group,GRP-498444,4/1/2020,4/1/2021,,CDP-RWP-867534,306-27-1825
CNT-CDP-3311-950,Individual,GRP-932437,5/9/2020,5/9/2021,8/17/2021,CDP-NC-355709,335-18-2624
CNT-CDP-9860-126,Group,GRP-182926,10/8/2020,10/8/2021,3/30/2022,CDP-ADS-864979,442-37-2126
CNT-CDP-6567-876,Family,GRP-317746,2/26/2020,2/25/2021,6/7/2021,CDP-RCA-783875,202-51-5487
CNT-CDP-5984-639,Group,GRP-608561,9/16/2020,9/16/2021,3/27/2022,CDP-BJHP-038233,583-74-6686
CNT-CDP-4473-811,Individual,GRP-947799,8/24/2020,8/24/2021,12/22/2021,CDP-CCC-228385,111-56-1286
CNT-CDP-9712-628,Family,GRP-101495,8/8/2020,8/8/2021,,CDP-CDCP-171336,101-47-5339
CNT-CDP-7775-181,Group,GRP-428783,10/15/2020,10/15/2021,,CDP-CHS-501036,244-26-3388
CNT-CDP-3706-179,Family,GRP-688255,5/20/2020,5/20/2021,5/8/2022,CDP-RWP-867534,565-68-9682
CNT-CDP-5333-521,Family,GRP-274677,12/9/2020,12/9/2021,,CDP-NC-355709,261-11-1287
CNT-CDP-3673-368,Individual,GRP-267932,1/10/2020,1/9/2021,3/15/2021,CDP-ADS-864979,850-49-5357
CNT-CDP-1031-556,Family,GRP-498745,7/25/2020,7/25/2021,,CDP-RCA-783875,647-12-9070
CNT-CDP-1813-013,Individual,GRP-778914,12/13/2020,12/13/2021,11/27/2022,CDP-BJHP-038233,831-61-9528
CNT-CDP-1592-484,Group,GRP-812637,4/6/2020,4/6/2021,4/30/2021,CDP-CCC-228385,413-81-5827
CNT-CDP-6795-840,Group,GRP-359100,10/3/2020,10/3/2021,2/26/2022,CDP-CDCP-171336,647-51-6477
CNT-CDP-3722-698,Group,GRP-424247,1/12/2020,1/11/2021,5/11/2021,CDP-CHS-501036,335-18-2624
CNT-CDP-8836-480,Group,GRP-822477,4/26/2020,4/26/2021,,CDP-RWP-867534,589-94-4692
CNT-CDP-7379-491,Individual,GRP-423559,12/9/2020,12/9/2021,,CDP-NC-355709,511-66-9471
CNT-CDP-8738-058,Group,GRP-640601,10/10/2020,10/10/2021,11/8/2021,CDP-ADS-864979,283-48-1886
CNT-CDP-3721-916,Group,GRP-625587,12/9/2020,12/9/2021,9/17/2022,CDP-RCA-783875,648-53-3431
CNT-CDP-0788-637,Family,GRP-595189,5/29/2020,5/29/2021,9/10/2021,CDP-BJHP-038233,839-18-6285
CNT-CDP-3967-969,Family,GRP-695549,11/12/2020,11/12/2021,2/12/2022,CDP-CCC-228385,527-99-2794
CNT-CDP-6436-746,Individual,GRP-504630,2/17/2020,2/16/2021,2/19/2021,CDP-CDCP-171336,757-43-9631
CNT-CDP-3272-397,Individual,GRP-668030,8/26/2020,8/26/2021,6/15/2022,CDP-CHS-501036,417-81-9390
CNT-CDP-5884-809,Family,GRP-247164,7/6/2020,7/6/2021,,CDP-RWP-867534,231-14-6774
CNT-CDP-9726-381,Family,GRP-828291,12/2/2020,12/2/2021,3/31/2022,CDP-NC-355709,196-90-9715
CNT-CDP-3714-990,Individual,GRP-668642,11/24/2020,11/24/2021,1/12/2022,CDP-ADS-864979,701-70-7269
CNT-CDP-1272-413,Individual,GRP-615327,9/28/2020,9/28/2021,,CDP-RCA-783875,577-44-6995
CNT-CDP-3274-511,Family,GRP-566920,11/24/2020,11/24/2021,6/14/2022,CDP-BJHP-038233,565-71-6887
CNT-CDP-4173-398,Group,GRP-301032,11/13/2020,11/13/2021,7/25/2022,CDP-CCC-228385,675-06-9696
CNT-CDP-0005-227,Individual,GRP-754965,6/29/2020,6/29/2021,8/2/2021,CDP-CDCP-171336,475-34-2789
CNT-CDP-5587-142,Family,GRP-917147,4/16/2020,4/16/2021,,CDP-CHS-501036,410-82-3708
CNT-CDP-5264-974,Family,GRP-724797,9/23/2020,9/23/2021,,CDP-RWP-867534,312-79-1518
CNT-CDP-4581-349,Individual,GRP-309356,11/3/2020,11/3/2021,1/16/2022,CDP-NC-355709,541-57-2145
CNT-CDP-5554-477,Group,GRP-831575,5/20/2020,5/20/2021,4/29/2022,CDP-ADS-864979,347-70-3337
CNT-CDP-3115-981,Individual,GRP-176347,7/16/2020,7/16/2021,9/15/2021,CDP-RCA-783875,478-48-7443
CNT-CDP-8725-713,Family,GRP-440028,11/21/2020,11/21/2021,6/24/2022,CDP-BJHP-038233,550-98-8096
CNT-CDP-0202-625,Family,GRP-536150,11/3/2020,11/3/2021,11/1/2022,CDP-CCC-228385,682-15-3715
CNT-CDP-7893-229,Group,GRP-082333,11/23/2020,11/23/2021,1/27/2022,CDP-CDCP-171336,453-66-2725
CNT-CDP-5921-425,Family,GRP-865848,12/23/2020,12/23/2021,7/31/2022,CDP-CHS-501036,532-71-6847
CNT-CDP-9092-897,Individual,GRP-786606,11/24/2020,11/24/2021,11/28/2021,CDP-RWP-867534,398-74-8575
CNT-CDP-8953-499,Individual,GRP-187567,10/15/2020,10/15/2021,8/27/2022,CDP-NC-355709,128-62-7754
CNT-CDP-0873-808,Family,GRP-330810,8/26/2020,8/26/2021,4/29/2022,CDP-ADS-864979,135-79-2822
CNT-CDP-8768-613,Family,GRP-240251,4/6/2020,4/6/2021,8/17/2021,CDP-RCA-783875,364-25-4233
CNT-CDP-8381-392,Group,GRP-479760,6/15/2020,6/15/2021,,CDP-BJHP-038233,748-18-5529
CNT-CDP-0337-613,Group,GRP-891170,5/1/2020,5/1/2021,9/13/2021,CDP-CCC-228385,600-97-2729
CNT-CDP-4822-371,Group,GRP-427664,10/6/2020,10/6/2021,,CDP-CDCP-171336,784-73-3876
CNT-CDP-6447-362,Family,GRP-772982,11/14/2020,11/14/2021,4/30/2022,CDP-CHS-501036,517-96-6739
CNT-CDP-6686-333,Individual,GRP-611331,11/27/2020,11/27/2021,,CDP-RWP-867534,172-93-6292
CNT-CDP-3930-792,Family,GRP-162081,7/21/2020,7/21/2021,1/5/2022,CDP-NC-355709,674-10-7843
CNT-CDP-9737-633,Family,GRP-771680,1/31/2020,1/30/2021,,CDP-ADS-864979,743-99-0167
CNT-CDP-1970-191,Group,GRP-548103,1/12/2020,1/11/2021,9/11/2021,CDP-RCA-783875,658-45-2934
CNT-CDP-5298-940,Individual,GRP-907440,9/28/2020,9/28/2021,,CDP-BJHP-038233,420-93-0043
CNT-CDP-3352-437,Individual,GRP-295693,7/25/2020,7/25/2021,2/11/2022,CDP-CCC-228385,707-40-1856
CNT-CDP-3716-837,Family,GRP-885476,10/23/2020,10/23/2021,10/9/2022,CDP-CDCP-171336,726-09-9498
CNT-CDP-0761-330,Family,GRP-601670,6/21/2020,6/21/2021,10/8/2021,CDP-CHS-501036,268-43-0664
CNT-CDP-2059-808,Group,GRP-462958,1/23/2020,1/22/2021,,CDP-RWP-867534,404-63-3176
CNT-CDP-2582-364,Individual,GRP-255048,4/29/2020,4/29/2021,3/24/2022,CDP-NC-355709,305-25-5939
CNT-CDP-6059-553,Family,GRP-886308,10/11/2020,10/11/2021,6/1/2022,CDP-ADS-864979,253-85-8722
CNT-CDP-8940-800,Individual,GRP-064801,8/22/2020,8/22/2021,,CDP-RCA-783875,652-70-9706
CNT-CDP-5265-729,Individual,GRP-174380,10/4/2020,10/4/2021,5/23/2022,CDP-BJHP-038233,299-78-7188
CNT-CDP-8374-398,Family,GRP-593765,5/8/2020,5/8/2021,,CDP-CCC-228385,541-55-7474
CNT-CDP-0441-012,Group,GRP-890942,6/13/2020,6/13/2021,,CDP-CDCP-171336,245-88-6897
CNT-CDP-1731-897,Family,GRP-534907,1/22/2020,1/21/2021,,CDP-CHS-501036,654-30-6134
CNT-CDP-9630-827,Family,GRP-915881,10/29/2020,10/29/2021,7/5/2022,CDP-RWP-867534,479-25-3635
CNT-CDP-7628-757,Individual,GRP-319226,5/23/2020,5/23/2021,,CDP-NC-355709,206-82-9014
CNT-CDP-5239-433,Group,GRP-828004,4/23/2020,4/23/2021,10/31/2021,CDP-ADS-864979,850-49-5357
CNT-CDP-2038-439,Group,GRP-352777,5/9/2020,5/9/2021,8/24/2021,CDP-RCA-783875,128-62-7754
CNT-CDP-0034-578,Individual,GRP-738558,10/31/2020,10/31/2021,6/19/2022,CDP-BJHP-038233,192-60-6314
CNT-CDP-5199-683,Group,GRP-253764,11/29/2020,11/29/2021,8/11/2022,CDP-CCC-228385,652-70-9706
CNT-CDP-7234-278,Group,GRP-167114,10/12/2020,10/12/2021,8/8/2022,CDP-CDCP-171336,817-61-1069
CNT-CDP-4470-928,Group,GRP-876387,1/20/2020,1/19/2021,10/31/2021,CDP-CHS-501036,364-56-0809
CNT-CDP-0111-389,Family,GRP-985223,6/3/2020,6/3/2021,,CDP-RWP-867534,472-83-8236
CNT-CDP-4365-728,Family,GRP-802512,6/21/2020,6/21/2021,4/18/2022,CDP-NC-355709,335-22-1485
CNT-CDP-5917-016,Family,GRP-986210,12/28/2020,12/28/2021,,CDP-ADS-864979,230-79-0511
CNT-CDP-4569-288,Family,GRP-083865,12/23/2020,12/23/2021,4/28/2022,CDP-RCA-783875,274-69-0069
CNT-CDP-4352-165,Group,GRP-554933,7/4/2020,7/4/2021,2/15/2022,CDP-BJHP-038233,713-52-5086
CNT-CDP-1405-757,Individual,GRP-903839,2/20/2020,2/19/2021,,CDP-CCC-228385,590-63-4215
CNT-CDP-0393-340,Group,GRP-738973,1/29/2020,1/28/2021,,CDP-CDCP-171336,185-83-8289
CNT-CDP-6476-370,Group,GRP-766659,11/8/2020,11/8/2021,7/18/2022,CDP-CHS-501036,699-90-2611
CNT-CDP-5773-578,Group,GRP-113391,9/14/2020,9/14/2021,6/10/2022,CDP-RWP-867534,869-20-0883
CNT-CDP-9364-037,Group,GRP-873099,6/27/2020,6/27/2021,7/9/2021,CDP-NC-355709,335-18-2624
CNT-CDP-0226-497,Family,GRP-244664,11/1/2020,11/1/2021,3/20/2022,CDP-ADS-864979,897-52-4675
CNT-CDP-8019-639,Group,GRP-309380,4/6/2020,4/6/2021,1/20/2022,CDP-RCA-783875,443-29-7883
CNT-CDP-2327-965,Group,GRP-450262,7/21/2020,7/21/2021,,CDP-BJHP-038233,556-44-4543
CNT-CDP-6192-370,Family,GRP-337338,9/1/2020,9/1/2021,,CDP-CCC-228385,688-16-5212
CNT-CDP-7041-635,Group,GRP-058313,1/18/2020,1/17/2021,10/28/2021,CDP-CDCP-171336,821-30-6004
CNT-CDP-8495-917,Individual,GRP-034967,5/4/2020,5/4/2021,,CDP-CHS-501036,618-40-5613
CNT-CDP-7935-703,Family,GRP-540404,7/25/2020,7/25/2021,9/6/2021,CDP-RWP-867534,791-08-5510
CNT-CDP-7045-592,Family,GRP-779070,8/3/2020,8/3/2021,,CDP-NC-355709,842-33-0692
CNT-CDP-7807-154,Group,GRP-141446,9/5/2020,9/5/2021,,CDP-ADS-864979,795-97-9815
CNT-CDP-8958-285,Individual,GRP-569398,1/22/2020,1/21/2021,5/26/2021,CDP-RCA-783875,432-40-6023
CNT-CDP-7012-459,Group,GRP-897952,7/25/2020,7/25/2021,,CDP-BJHP-038233,730-87-9665
CNT-CDP-9033-520,Individual,GRP-759088,4/9/2020,4/9/2021,,CDP-CCC-228385,630-51-1682
CNT-CDP-8625-924,Family,GRP-644121,10/28/2020,10/28/2021,,CDP-CDCP-171336,882-39-2517
CNT-CDP-3225-709,Family,GRP-108565,1/23/2020,1/22/2021,8/15/2021,CDP-CHS-501036,422-22-6500
CNT-CDP-3943-107,Group,GRP-900058,3/19/2020,3/19/2021,7/6/2021,CDP-RWP-867534,157-96-5213
CNT-CDP-4605-615,Individual,GRP-547324,5/16/2020,5/16/2021,12/20/2021,CDP-NC-355709,511-63-3678
CNT-CDP-0848-075,Group,GRP-227362,9/11/2020,9/11/2021,,CDP-ADS-864979,329-77-4299
CNT-CDP-4602-854,Individual,GRP-271965,3/3/2020,3/3/2021,1/13/2022,CDP-RCA-783875,129-65-4400
CNT-CDP-5796-269,Individual,GRP-643705,5/25/2020,5/25/2021,9/20/2021,CDP-BJHP-038233,207-74-6999
CNT-CDP-4736-380,Family,GRP-120460,3/22/2020,3/22/2021,11/3/2021,CDP-CCC-228385,705-52-1530
CNT-CDP-4580-607,Group,GRP-797491,2/26/2020,2/25/2021,1/30/2022,CDP-CDCP-171336,532-85-3774
CNT-CDP-9699-153,Individual,GRP-426288,11/15/2020,11/15/2021,1/22/2022,CDP-CHS-501036,522-74-5310
CNT-CDP-5745-522,Individual,GRP-638913,12/20/2020,12/20/2021,4/23/2022,CDP-RWP-867534,793-09-2729
CNT-CDP-4366-796,Group,GRP-111655,6/23/2020,6/23/2021,3/13/2022,CDP-NC-355709,582-84-5518
CNT-CDP-6639-838,Individual,GRP-485875,3/11/2020,3/11/2021,,CDP-ADS-864979,446-41-6870
CNT-CDP-9629-903,Family,GRP-577816,1/22/2020,1/21/2021,,CDP-RCA-783875,706-92-3972
CNT-CDP-9418-503,Individual,GRP-524205,3/27/2020,3/27/2021,6/15/2021,CDP-BJHP-038233,595-98-7635
CNT-CDP-9640-675,Family,GRP-215712,5/3/2020,5/3/2021,,CDP-CCC-228385,126-86-4015
CNT-CDP-3624-661,Individual,GRP-275254,10/29/2020,10/29/2021,11/19/2021,CDP-CDCP-171336,391-21-7230
CNT-CDP-3239-793,Family,GRP-720821,7/1/2020,7/1/2021,4/30/2022,CDP-CHS-501036,146-09-6810
CNT-CDP-7791-892,Group,GRP-396458,5/2/2020,5/2/2021,,CDP-RWP-867534,173-51-2644
CNT-CDP-5253-062,Group,GRP-031878,2/29/2020,2/28/2021,,CDP-NC-355709,182-79-4944
CNT-CDP-8871-124,Individual,GRP-064842,11/3/2020,11/3/2021,,CDP-ADS-864979,775-99-5015
CNT-CDP-3042-244,Individual,GRP-065655,10/17/2020,10/17/2021,2/13/2022,CDP-RCA-783875,117-05-3734
