BAcctNumber,AcctNumber,BillingStreet,BillingAptNo,BillingZip,BillingPhone,BillingMethod,OnlineBillingFlag,CoverageType,LastInvoiceGenDate,LastInvoicePaidDueDate,LastInvoicePaidDate,LastBillCount,NextInvoiceGenDate,CardType,CardNo,CardExpirationDate,BankingAccountType,BankingAccountNumber,PaymentAmount,PaymentDate,AccountEstablishedDate
BILL200978419,ACC008732378,0 Holy Cross Trail,34,40266,227-589-2105,Direct Billing,F,Supplemental Insurance,10/12/2012,6/13/2020,12/10/2020,34,11/22/2018,americanexpress,374288197976433,8/17/2026,Investment Account,yhmvuql,547.94,2/16/2021,6/13/2020
BILL346055407,ACC631002730,1436 Ryan Plaza,28,14905,582-349-5308,Bundled Payments,T,High Deductible Health Plan (HDHP),9/26/2019,7/18/2022,11/25/2019,30,7/23/2020,instapayment,6399774338109362,6/18/2026,Retirement Account,eoslpbs,748.79,3/9/2018,12/15/2020
BILL826024751,ACC502729680,51 Reinke Terrace,28,46814,942-452-3253,Co-Payment,T,Critical Illness Insurance,1/28/2011,2/23/2011,1/18/2022,9,3/2/2016,maestro,0604985534858242338,11/30/2025,Credit Account,rllmqqp,761.13,6/29/2013,3/25/2019
BILL024680744,ACC815571990,2 Linden Avenue,13,24034,784-345-9515,Coinsurance,T,Exclusive Provider Organization (EPO),1/13/2019,1/21/2020,3/16/2019,30,1/28/2023,laser,670672569599807584,2/25/2029,Checking Account,tkoevip,243.11,2/2/2016,11/10/2013
BILL887749569,ACC489110263,06470 Magdeline Road,35,84170,863-390-7555,Coinsurance,T,International Health Insurance,1/17/2021,1/12/2022,1/17/2021,5,5/20/2021,china-unionpay,560225608599443423,9/22/2026,Investment Account,ksoqdnx,561.83,9/6/2021,2/10/2015
BILL111672383,ACC345266034,92394 Chive Terrace,50,80910,408-185-2715,Resource-Based Relative Value Scale (RBRVS),F,Mental Health Coverage,5/14/2021,8/3/2021,3/23/2024,6,9/9/2023,switch,4936058598957073,6/2/2029,Checking Account,jrspzff,792.39,8/15/2019,12/30/2012
BILL817795059,ACC618446800,9 Gina Road,40,20540,474-730-2847,Shared Savings,F,Long-Term Care Insurance,5/12/2012,6/8/2016,12/20/2021,45,9/16/2023,maestro,6762688811960266,1/16/2029,Credit Account,qjorkqa,641.61,12/3/2018,5/27/2020
BILL912004286,ACC457191680,95631 West Road,28,07188,921-228-6423,Co-Payment,F,Vision Insurance,6/6/2018,12/4/2018,3/26/2019,39,6/17/2024,diners-club-carte-blanche,30456299200509,4/17/2027,Investment Account,jljppqx,587.78,1/14/2016,11/29/2011
BILL985591755,ACC602823868,95179 Talmadge Park,5,98447,772-741-5334,Global Budgeting,F,Medicare,11/17/2016,5/12/2019,9/6/2017,50,9/13/2023,bankcard,5602236684882666,12/14/2027,Checking Account,zpfmaxt,951.26,2/14/2014,9/22/2011
BILL157033971,ACC162550776,5287 Bay Circle,44,21705,600-603-0870,Co-Payment,T,Point of Service (POS),11/16/2012,3/18/2014,8/18/2020,20,3/28/2017,mastercard,5010121993353730,10/28/2026,Certificate of Deposit (CD),phfefhx,251.15,3/7/2019,5/26/2017
BILL337723837,ACC326769774,4213 Mayfield Alley,38,85311,407-503-7821,Sliding Scale,F,Flexible Spending Account (FSA)-eligible plan,5/12/2018,10/31/2023,7/30/2018,43,5/5/2023,jcb,3575117040406135,10/26/2027,Credit Account,eavxqkt,131.93,2/4/2017,5/10/2013
BILL338016882,ACC899473073,70 Manufacturers Crossing,6,20719,314-269-9075,Third-Party Billing,T,Prescription Drug Coverage,3/21/2019,9/20/2020,8/18/2024,34,8/18/2019,jcb,3588763234391099,3/9/2026,Savings Account,otdbrpn,452.78,6/6/2019,10/3/2013
BILL634080577,ACC933227666,4400 Aberg Avenue,47,73119,962-671-4193,Time-Based Billing,T,Short-Term Health Insurance,6/28/2011,5/28/2012,6/7/2013,17,10/1/2015,china-unionpay,5610412675694704109,1/6/2025,Investment Account,thfomkn,762.69,2/11/2010,5/19/2018
BILL876568121,ACC671364826,81519 Sachtjen Avenue,44,48224,346-342-8282,Electronic Billing,F,Health Maintenance Organization (HMO),2/7/2017,11/26/2017,9/7/2022,11,11/27/2019,visa-electron,4405789674882239,10/20/2026,Savings Account,fcjespi,237.59,4/10/2010,4/29/2016
BILL586746754,ACC695966247,03 Hanson Circle,37,44720,716-547-4724,Co-Payment,F,Health Savings Account (HSA)-eligible plan,9/19/2015,6/26/2021,11/30/2023,28,9/9/2020,diners-club-international,36510567531419,8/27/2027,Investment Account,wjoxabf,765.51,11/14/2012,3/5/2018
BILL809629589,ACC601020143,29 David Point,50,90805,120-253-5822,Deductible,F,Tricare (Military Health Care),4/18/2014,5/2/2024,12/13/2023,35,8/22/2021,visa-electron,4405417675314784,8/3/2025,Loan Account,enlbjxt,888.75,7/22/2021,3/28/2012
BILL172825646,ACC165256202,9934 Prairie Rose Lane,18,45454,734-499-7118,Time-Based Billing,T,Critical Illness Insurance,12/1/2010,4/14/2015,3/23/2015,42,4/2/2023,jcb,3587690792389788,2/9/2027,Retirement Account,xtmyqay,169.51,5/10/2011,6/25/2010
BILL648334275,ACC232550059,2134 Anthes Center,6,96840,281-177-2216,Electronic Billing,T,Medicare,9/28/2020,12/15/2023,6/20/2023,42,11/18/2020,maestro,0604304316135876,12/14/2027,Credit Account,beyarow,650.1,1/9/2015,2/14/2012
BILL379963409,ACC656656582,8654 Fulton Crossing,22,66667,136-904-1291,Direct Billing,T,Children's Health Insurance Program (CHIP),11/18/2018,9/3/2019,2/5/2023,50,3/14/2021,switch,675919431006567743,11/11/2029,Checking Account,fhhqmpy,554.25,1/15/2019,9/21/2019
BILL790147864,ACC407414674,1 Pepper Wood Avenue,33,44197,459-991-9272,Capitation,F,Preferred Provider Organization (PPO),4/18/2016,4/15/2019,12/30/2022,28,4/3/2023,jcb,3541474107833458,4/21/2029,Loan Account,mkkgpzg,670.15,7/22/2013,7/4/2011
BILL716665113,ACC996863098,9 Vernon Avenue,11,06816,743-921-2248,Sliding Scale,T,Vision Insurance,11/22/2016,11/13/2023,6/15/2019,22,3/1/2020,jcb,3556078398780864,6/3/2026,Retirement Account,ymeaqqt,672.54,8/10/2015,1/14/2020
BILL428585177,ACC248210940,473 Raven Pass,7,15210,879-229-0047,Value-Based Reimbursement,F,International Health Insurance,12/22/2010,11/5/2014,5/6/2014,46,3/13/2023,jcb,3567521917366308,7/7/2024,Retirement Account,vpcjwvt,572.28,12/15/2014,2/25/2016
BILL309680543,ACC252708847,59 Raven Pass,10,23509,252-335-7708,Sliding Scale,F,Long-Term Care Insurance,4/28/2020,9/4/2023,10/12/2022,15,1/1/2023,maestro,6759221038733418,7/18/2028,Retirement Account,qjavucq,535.62,10/26/2018,11/26/2020
BILL101794721,ACC641755308,2110 Heffernan Center,5,80235,930-509-0212,Shared Savings,F,Accident Insurance,2/2/2011,12/17/2011,7/26/2022,4,8/18/2018,mastercard,5048370268182821,4/30/2026,Certificate of Deposit (CD),pdcfdrt,446.24,5/28/2020,1/3/2016
BILL812565961,ACC447145136,85365 Bayside Center,8,35244,923-867-7016,Co-Payment,F,Medicaid,10/13/2016,6/5/2018,2/12/2018,39,1/10/2021,mastercard,5100137318256367,12/5/2027,Certificate of Deposit (CD),rbzglfm,303.32,3/28/2011,6/1/2013
BILL443023002,ACC791843462,3 Badeau Trail,44,32835,787-400-3782,Out-of-Pocket,T,Preferred Provider Organization (PPO),7/13/2018,10/18/2020,8/29/2021,5,7/23/2021,maestro,675919533798350624,3/16/2027,Savings Account,mdjcyly,866.86,5/24/2016,1/26/2017
BILL550197302,ACC768403835,98749 Claremont Center,48,33134,227-577-5830,Per Diem,T,Veterans Health Administration (VA),6/24/2014,9/20/2014,5/6/2023,20,1/29/2024,laser,6706218455377588397,8/31/2026,Checking Account,uoqtoyx,172.99,9/8/2013,12/24/2013
BILL746861490,ACC441799661,49 Menomonie Trail,3,33034,770-491-2925,Out-of-Pocket,T,Disability Insurance,11/29/2020,4/23/2024,3/4/2023,40,2/12/2024,jcb,3538205890176704,5/2/2024,Certificate of Deposit (CD),skmfrhu,381.93,2/12/2015,10/9/2020
BILL636157651,ACC687799342,4619 Johnson Crossing,20,07505,682-542-2596,Electronic Billing,T,International Health Insurance,6/24/2012,10/9/2014,2/8/2024,22,4/18/2022,china-unionpay,5602211766269366562,1/11/2027,Retirement Account,vvgbrhi,244.28,3/6/2019,2/23/2013
BILL137271234,ACC010005688,29049 Anniversary Circle,20,33615,404-698-4574,Diagnosis-Related Group (DRG),F,Short-Term Health Insurance,12/17/2021,10/6/2022,11/10/2023,10,5/15/2022,diners-club-carte-blanche,30402785637465,9/17/2026,Loan Account,fhdwqpj,809.04,6/18/2020,11/7/2011
BILL866324785,ACC180163262,61 Brown Alley,45,96825,637-848-3646,Value-Based Reimbursement,T,Prescription Drug Coverage,8/3/2013,10/7/2020,1/29/2024,21,8/10/2021,visa,4017952597383,7/23/2027,Savings Account,ldgjlvx,853.92,6/12/2011,2/9/2012
BILL226323581,ACC775861292,9 Redwing Plaza,39,95298,157-876-6543,Time-Based Billing,T,Tricare (Military Health Care),7/26/2011,7/12/2022,11/29/2017,7,5/22/2023,diners-club-enroute,201585930546129,9/17/2026,Retirement Account,hsdrias,784.02,10/8/2016,1/13/2019
BILL181194801,ACC308447835,1 Mccormick Court,30,35225,146-251-8243,Sliding Scale,F,Dental Insurance,4/4/2010,3/17/2023,3/4/2024,5,8/12/2024,bankcard,5602219138417966,12/5/2029,Savings Account,tilcwll,427.61,7/25/2014,5/17/2013
BILL153155321,ACC908335278,3 Golf Course Junction,34,98109,321-131-8128,Coinsurance,T,Substance Abuse Treatment Coverage,4/15/2010,6/22/2019,5/30/2023,46,7/4/2015,visa,4017956782494,1/29/2024,Retirement Account,ptvbqdl,286.95,9/3/2018,7/15/2016
BILL704682977,ACC927051120,400 Dunning Pass,37,40298,588-518-5866,Diagnosis-Related Group (DRG),F,Health Savings Account (HSA)-eligible plan,10/19/2018,6/8/2022,5/24/2020,42,11/14/2020,jcb,3556803671146396,10/26/2028,Credit Account,mxozwmr,450.16,11/12/2017,5/28/2014
BILL259921276,ACC197461113,9 Lerdahl Point,11,48670,641-786-4092,Coinsurance,T,Mental Health Coverage,10/17/2016,9/21/2017,12/24/2023,9,5/16/2024,jcb,3540579930590736,7/26/2028,Loan Account,frsvtoh,901.15,9/5/2019,3/4/2016
BILL598666094,ACC602823868,1 Burning Wood Road,9,37131,321-204-5139,Sliding Scale,F,Veterans Health Administration (VA),5/13/2012,2/27/2016,2/3/2023,48,1/5/2015,jcb,3581016059077351,8/8/2027,Certificate of Deposit (CD),vguiqdw,190.73,6/1/2016,9/22/2011
BILL099417622,ACC796378748,31 Golden Leaf Point,50,35231,101-848-5929,Per Diem,T,Supplemental Insurance,8/29/2018,1/14/2022,10/14/2018,48,2/20/2020,jcb,3543025808769025,5/5/2025,Credit Account,ycnwsnl,412.59,3/9/2020,11/25/2017
BILL875331775,ACC758824208,8 Coleman Court,15,10275,766-271-9307,Third-Party Billing,F,Health Maintenance Organization (HMO),9/3/2014,9/29/2020,2/27/2024,14,7/18/2022,jcb,3542002512852646,1/3/2025,Savings Account,flfwlqv,855.37,8/9/2010,12/27/2011
BILL184342115,ACC949118580,5 Stoughton Drive,29,20540,470-194-5063,Global Budgeting,T,Substance Abuse Treatment Coverage,8/9/2010,10/18/2020,3/6/2011,38,11/20/2014,jcb,3569673629415515,8/15/2025,Checking Account,xzqkumm,763.49,3/23/2014,2/28/2013
BILL181392626,ACC062847665,11501 Sycamore Street,35,40287,660-274-1489,Global Budgeting,T,Short-Term Health Insurance,8/2/2017,12/25/2019,12/21/2019,33,6/9/2022,switch,4903159439205372055,12/28/2029,Savings Account,kjxwrvg,291.09,8/14/2016,7/31/2018
BILL422912125,ACC699733791,34 Petterle Alley,13,66606,314-153-7899,Time-Based Billing,F,Point of Service (POS),2/6/2021,10/15/2022,5/28/2023,28,7/11/2021,jcb,3529377790042715,1/13/2029,Loan Account,joxycsh,786.08,2/5/2013,2/10/2015
BILL769168663,ACC675296091,10263 Saint Paul Parkway,25,45271,845-275-3132,Out-of-Pocket,T,Preferred Provider Organization (PPO),8/18/2021,7/20/2023,11/25/2021,46,12/31/2023,maestro,6761415188434257229,10/17/2028,Checking Account,gbposik,359.57,1/3/2021,10/10/2016
BILL013480698,ACC421122311,2403 Ridge Oak Way,35,37665,200-430-8572,Bundled Payments,F,Maternity Coverage,7/3/2018,2/25/2021,6/22/2019,5,3/20/2020,jcb,3562598595627420,11/17/2027,Savings Account,csajmkw,658.59,3/26/2013,4/12/2020
BILL170235515,ACC014719391,939 Crescent Oaks Alley,26,92867,720-132-7649,Capitation,T,Substance Abuse Treatment Coverage,2/21/2017,2/20/2018,10/23/2023,5,7/24/2023,americanexpress,374622200376308,5/23/2028,Retirement Account,qazhsif,979.82,7/1/2019,6/11/2020
BILL730245545,ACC957141125,73989 Kensington Alley,20,40205,993-273-7139,Electronic Billing,T,Long-Term Care Insurance,8/10/2014,11/30/2019,9/27/2014,23,12/31/2015,visa,4017957408659559,6/3/2026,Investment Account,xqjepas,126.91,1/5/2012,5/19/2016
BILL750431853,ACC411636572,8 3rd Point,35,48267,345-982-5163,Capitation,F,Prescription Drug Coverage,8/25/2015,1/11/2020,4/1/2023,44,8/20/2023,jcb,3559225805642602,4/5/2026,Loan Account,bfzhafc,155.07,7/17/2010,2/27/2016
BILL453571338,ACC572763870,96307 Reinke Street,28,90189,499-183-5263,Deductible,F,Mental Health Coverage,12/21/2018,7/3/2023,4/11/2021,46,8/20/2023,jcb,3578950943418808,12/3/2026,Retirement Account,tdlywso,778.13,10/22/2014,7/2/2016
BILL114245550,ACC033900268,26483 Pierstorff Pass,14,85305,934-195-9175,Shared Savings,F,Children's Health Insurance Program (CHIP),12/12/2010,12/1/2011,2/20/2011,17,7/31/2018,jcb,3562749091195897,8/26/2026,Loan Account,ckkobbg,490.33,5/24/2020,10/18/2016
BILL614324006,ACC117544250,02 Kipling Park,20,13251,312-983-9349,Resource-Based Relative Value Scale (RBRVS),T,Preferred Provider Organization (PPO),5/18/2019,10/1/2023,10/3/2019,7,10/5/2022,jcb,3571266676081599,11/22/2026,Credit Account,nmmlbuq,511.66,1/2/2011,11/1/2020
BILL146761429,ACC728659094,52 Tomscot Road,12,19141,587-339-6023,Out-of-Pocket,F,Children's Health Insurance Program (CHIP),12/10/2011,6/3/2018,3/4/2015,20,10/7/2021,jcb,3567688607988202,4/19/2025,Savings Account,lwfokej,53.0,12/5/2014,9/23/2014
BILL985694466,ACC489916304,4791 Marcy Street,14,60652,398-921-1037,Value-Based Reimbursement,F,Dental Insurance,8/17/2013,11/16/2016,3/10/2018,7,6/28/2015,maestro,6762778143085019963,5/27/2029,Checking Account,kwihfdo,929.81,4/22/2013,2/14/2013
BILL614080692,ACC813616815,555 Main Circle,29,89145,888-720-1057,Diagnosis-Related Group (DRG),F,Exclusive Provider Organization (EPO),2/16/2010,10/22/2017,7/18/2013,17,12/2/2019,jcb,3551830844620655,4/6/2029,Loan Account,tixrqzr,766.83,5/16/2016,12/27/2021
BILL439076054,ACC742607056,1 Dottie Hill,47,50369,221-238-1246,Third-Party Billing,T,High Deductible Health Plan (HDHP),4/17/2021,4/29/2022,8/10/2024,49,5/4/2022,mastercard,5002358021824932,8/24/2028,Loan Account,lfatatt,910.31,2/23/2017,9/29/2013
BILL936859345,ACC975646664,17149 Alpine Drive,13,80940,606-869-6950,Capitation,T,Catastrophic Health Insurance,2/25/2020,3/4/2023,4/18/2021,36,4/6/2022,jcb,3531734524167745,9/25/2027,Loan Account,hkybkjz,396.57,7/29/2013,4/19/2010
BILL285372722,ACC118014048,6 Dixon Way,24,97255,714-883-1426,Sliding Scale,T,Short-Term Health Insurance,11/7/2014,5/11/2021,7/2/2022,43,8/3/2018,bankcard,5602229967314945,10/15/2028,Retirement Account,tpvclpt,720.64,9/22/2018,3/27/2014
BILL333903655,ACC991958432,9 Eliot Trail,18,53234,896-202-9662,Out-of-Pocket,T,Long-Term Care Insurance,12/18/2018,10/14/2020,12/3/2021,45,10/19/2020,jcb,3557179055734985,10/2/2026,Loan Account,vvwwyvn,208.29,12/26/2012,12/24/2016
BILL652509497,ACC485515874,883 Talisman Junction,41,36616,644-595-0365,Capitation,T,Fee-for-Service (FFS),9/29/2019,2/11/2021,8/1/2022,40,3/5/2021,jcb,3558223804443842,2/13/2029,Retirement Account,pozlltg,12.61,6/5/2020,10/9/2014
BILL640358376,ACC389201195,89378 Holmberg Hill,12,76178,699-208-2553,Per Diem,F,Short-Term Health Insurance,5/2/2017,9/29/2020,5/15/2021,42,3/3/2019,mastercard,5100146332449437,3/29/2029,Investment Account,gilaemh,811.21,1/14/2016,1/27/2011
BILL495022832,ACC476703032,42374 Holmberg Pass,2,27658,934-166-2052,Diagnosis-Related Group (DRG),T,Fee-for-Service (FFS),7/9/2012,1/10/2019,1/25/2016,14,7/22/2020,jcb,3560564452408892,5/14/2025,Investment Account,kwieefq,250.37,7/5/2013,2/20/2020
BILL715972095,ACC335859072,517 Grayhawk Drive,21,74126,829-733-2852,Per Diem,F,Substance Abuse Treatment Coverage,8/2/2019,7/21/2024,12/8/2021,43,11/17/2020,jcb,3550394697328206,5/13/2025,Certificate of Deposit (CD),oaakbai,85.5,6/19/2015,8/23/2012
BILL882744800,ACC529309584,017 Anthes Plaza,43,59105,311-971-7198,Electronic Billing,T,Exclusive Provider Organization (EPO),2/2/2018,10/4/2021,3/13/2020,42,11/25/2021,jcb,3548358673978552,2/19/2025,Certificate of Deposit (CD),qyndwxw,527.5,8/22/2016,8/24/2013
BILL595628326,ACC880983197,4 Autumn Leaf Hill,31,76115,871-235-6309,Self-Pay,T,Flexible Spending Account (FSA)-eligible plan,4/18/2019,6/14/2022,4/11/2020,48,12/23/2023,diners-club-enroute,201777818031635,11/3/2029,Investment Account,etugbyl,160.63,12/21/2013,8/9/2013
BILL140175969,ACC079546819,162 Superior Court,49,85020,449-621-8290,Electronic Billing,T,Health Savings Account (HSA)-eligible plan,5/11/2012,3/23/2016,5/16/2019,16,9/9/2018,china-unionpay,5602213254852175060,3/21/2026,Loan Account,eiumykz,38.77,7/18/2011,8/6/2018
BILL945304630,ACC602823868,9 Nobel Court,5,79159,384-255-7909,Value-Based Reimbursement,F,Maternity Coverage,4/20/2018,12/27/2020,1/4/2023,44,5/13/2021,jcb,3551965480206995,8/10/2026,Savings Account,arxltft,615.91,1/14/2020,9/22/2011
BILL792903653,ACC035835463,6377 Quincy Pass,20,45223,605-119-7064,Bundled Payments,T,International Health Insurance,4/11/2019,4/14/2024,11/23/2021,12,10/19/2019,jcb,3569860279442309,10/27/2025,Checking Account,eoagulp,962.94,11/17/2021,6/25/2011
BILL760322088,ACC735000969,706 Shelley Street,4,08603,722-993-5979,Electronic Billing,T,Accident Insurance,3/1/2020,8/21/2020,5/22/2020,37,5/2/2023,jcb,3559006196883793,6/15/2026,Retirement Account,xlbydch,283.66,7/9/2020,1/18/2020
BILL470555659,ACC956788042,6750 Algoma Pass,2,78737,172-668-9418,Capitation,T,Consumer-Driven Health Plan (CDHP),3/9/2011,9/4/2016,3/14/2019,47,8/30/2019,switch,4905309775778209610,4/22/2028,Retirement Account,ymhyubd,684.3,3/22/2014,5/25/2011
BILL167488679,ACC859139964,5 Judy Trail,20,75310,998-677-3884,Direct Billing,F,Travel Health Insurance,8/26/2011,12/23/2022,6/21/2018,45,2/4/2019,visa,4450185337099184,8/14/2026,Checking Account,cecqghv,772.33,2/20/2020,2/3/2019
BILL334574527,ACC525231804,71800 Banding Road,40,79994,589-448-3916,Coinsurance,F,Maternity Coverage,7/6/2017,7/9/2020,2/10/2021,35,5/16/2021,jcb,3540017307480298,10/3/2029,Investment Account,csarubf,89.84,7/3/2012,7/17/2017
BILL757348858,ACC960281031,3253 Bunker Hill Hill,43,14619,120-837-0638,Self-Pay,T,Fee-for-Service (FFS),12/8/2016,11/24/2020,7/10/2023,5,1/17/2019,diners-club-enroute,201804384246486,3/20/2026,Investment Account,ndmgwaq,61.32,10/30/2019,9/29/2014
BILL184185216,ACC162550776,347 Twin Pines Pass,9,21211,362-545-7214,Value-Based Reimbursement,F,High Deductible Health Plan (HDHP),7/17/2019,10/9/2022,2/10/2023,29,7/15/2022,jcb,3560302314061462,6/14/2027,Savings Account,bnwqgfw,584.82,11/28/2020,5/26/2017
BILL758320480,ACC104518557,96 Moulton Terrace,44,76796,900-392-1332,Deductible,F,Accident Insurance,8/5/2015,12/30/2016,6/4/2022,13,1/26/2016,jcb,3546879484311800,2/26/2024,Checking Account,kbwzpai,260.45,9/23/2016,6/29/2020
BILL627838062,ACC892077823,2 Manufacturers Center,13,33330,436-668-9894,Sliding Scale,F,Mental Health Coverage,12/15/2019,1/29/2022,5/9/2020,49,9/6/2020,maestro,50381394945985381,1/4/2024,Loan Account,tqphtum,287.61,4/25/2013,8/24/2013
BILL127710497,ACC476007339,9 Cody Point,39,77346,795-829-3786,Value-Based Reimbursement,F,Critical Illness Insurance,11/10/2021,6/12/2022,1/10/2024,26,1/28/2024,visa-electron,4175007584741454,4/25/2025,Savings Account,opcnngq,601.97,10/1/2013,12/10/2019
BILL005570003,ACC701976835,78 Schurz Plaza,39,55480,106-404-4831,Self-Pay,F,Point of Service (POS),9/19/2016,11/11/2020,11/14/2016,2,12/4/2022,jcb,3550741165700599,5/5/2026,Credit Account,czxbtpm,598.89,11/3/2014,9/7/2017
BILL808003920,ACC432747892,288 Karstens Terrace,36,92812,225-721-4121,Value-Based Reimbursement,F,Tricare (Military Health Care),3/21/2017,12/21/2022,2/11/2023,8,9/17/2022,mastercard,5100149316380883,4/22/2028,Credit Account,wktkpnt,948.08,8/12/2017,8/26/2012
BILL171769991,ACC978857738,7 Nova Pass,9,17405,111-310-0722,Value-Based Reimbursement,T,Dental Insurance,4/12/2017,9/13/2023,6/30/2018,47,5/1/2022,maestro,50388234562700197,3/23/2024,Loan Account,iqldmbk,787.13,1/24/2010,12/2/2018
BILL410939925,ACC825780266,961 Swallow Plaza,9,49048,774-597-0143,Deductible,F,Tricare (Military Health Care),12/4/2014,9/9/2017,1/19/2017,5,9/23/2017,jcb,3567283355292625,3/17/2025,Checking Account,cdnpgob,639.09,3/28/2021,10/11/2010
BILL105255074,ACC949521257,79 Lillian Crossing,43,54915,556-562-4313,Value-Based Reimbursement,F,Dental Insurance,6/26/2020,4/19/2024,5/3/2023,22,1/9/2023,jcb,3573253243349301,8/29/2024,Certificate of Deposit (CD),mlwddxl,706.62,7/14/2015,11/9/2018
BILL555880316,ACC212952264,7 Luster Circle,23,45271,335-453-2301,Sliding Scale,F,Long-Term Care Insurance,4/3/2015,4/28/2017,4/17/2020,37,6/26/2021,jcb,3575654259279787,8/4/2026,Investment Account,lrlpjsv,911.54,11/22/2010,8/29/2011
BILL548728201,ACC824134961,200 Kipling Court,6,60630,474-990-5604,Co-Payment,T,Critical Illness Insurance,4/2/2020,11/4/2020,11/3/2022,48,1/10/2024,china-unionpay,56022536392973920,10/3/2026,Certificate of Deposit (CD),wxonqff,822.07,3/8/2011,10/22/2013
BILL189361135,ACC671364826,92763 Lotheville Park,1,96805,256-910-8490,Co-Payment,T,Consumer-Driven Health Plan (CDHP),12/31/2019,3/25/2022,3/17/2021,42,7/17/2021,maestro,676201986205902897,7/22/2024,Investment Account,hwfxrso,40.2,4/10/2013,4/29/2016
BILL900853151,ACC159587383,05 Upham Crossing,41,90060,827-448-6494,Per Diem,T,Exclusive Provider Organization (EPO),12/3/2021,1/30/2023,2/1/2022,11,8/14/2023,jcb,3538930302771426,6/30/2029,Loan Account,zcxqaoe,580.48,9/9/2021,2/4/2019
BILL870979768,ACC535275704,103 Oakridge Point,49,31914,408-711-9752,Fee-for-Service,T,Indemnity Plan,6/6/2013,8/3/2014,9/14/2018,25,1/20/2017,mastercard,5100139458080110,11/23/2028,Certificate of Deposit (CD),ifmtfsg,540.16,10/8/2018,7/7/2013
BILL920007439,ACC090471758,68022 Red Cloud Hill,41,40576,341-126-9235,Resource-Based Relative Value Scale (RBRVS),F,Exclusive Provider Organization (EPO),7/19/2013,6/21/2023,2/4/2022,21,4/13/2021,diners-club-enroute,201708838981368,4/3/2024,Retirement Account,fczvdrg,39.96,2/23/2013,5/21/2012
BILL803990864,ACC686968561,88225 Merchant Plaza,38,50310,931-432-0107,Shared Savings,T,Health Maintenance Organization (HMO),10/11/2019,4/7/2022,4/22/2020,13,8/22/2022,americanexpress,374288277871165,10/26/2029,Checking Account,vlbbsrs,594.0,2/24/2019,3/28/2021
BILL572764912,ACC262453759,9112 Tony Center,4,65898,524-871-9603,Time-Based Billing,F,Supplemental Insurance,8/30/2012,9/16/2021,11/10/2021,10,2/20/2021,jcb,3563617737502439,4/20/2029,Investment Account,nktdyxc,608.44,7/19/2020,8/15/2017
BILL649037015,ACC652765883,8 Prentice Crossing,34,77806,313-487-3480,Resource-Based Relative Value Scale (RBRVS),F,Supplemental Insurance,6/22/2016,12/5/2016,11/11/2023,34,7/9/2023,jcb,3560536595517169,2/3/2025,Credit Account,rcqvbnn,480.63,5/4/2014,5/6/2014
BILL654935142,ACC775434793,902 Maryland Trail,43,35815,299-130-3269,Prospective Payment System,T,Short-Term Health Insurance,5/1/2012,7/8/2019,4/29/2023,40,1/29/2019,jcb,3551232070757667,6/8/2024,Investment Account,yvxbmnj,868.63,3/5/2020,3/31/2018
BILL989373463,ACC949118580,81004 Lakeland Park,22,78230,867-888-2327,Diagnosis-Related Group (DRG),T,Vision Insurance,7/1/2017,4/6/2019,5/30/2018,28,10/5/2023,mastercard,5100174160013695,1/30/2027,Investment Account,pzlzsqf,632.72,9/20/2016,2/28/2013
BILL868104137,ACC169856662,59123 Sherman Road,41,93721,207-509-4986,Capitation,T,Health Savings Account (HSA)-eligible plan,12/20/2014,9/22/2018,1/18/2019,43,10/3/2020,china-unionpay,560223293379474914,7/8/2024,Credit Account,avxszzd,471.88,10/18/2018,6/10/2010
BILL217126005,ACC123599303,4497 Elmside Crossing,5,93106,603-851-1534,Bundled Payments,F,International Health Insurance,4/16/2018,2/24/2024,1/26/2019,11,12/5/2020,jcb,3545804353319057,9/15/2027,Investment Account,fzbkqkp,576.68,1/28/2011,1/26/2020
BILL654499423,ACC248774358,772 Coleman Place,47,29615,869-341-2611,Prospective Payment System,F,Flexible Spending Account (FSA)-eligible plan,3/1/2017,5/19/2022,10/30/2019,30,2/20/2022,jcb,3551563460043023,1/1/2029,Investment Account,ygrpakz,501.77,12/31/2012,7/17/2012
BILL897526446,ACC846495613,8 Lakewood Place,5,25709,492-264-6839,Bundled Payments,T,Catastrophic Health Insurance,10/6/2015,7/16/2017,12/17/2019,7,5/21/2018,jcb,3529524230192952,8/5/2027,Loan Account,gvgzdsa,528.25,8/22/2014,6/10/2018
BILL829140306,ACC391169830,4 Hazelcrest Point,8,44905,568-189-3655,Bundled Payments,F,Consumer-Driven Health Plan (CDHP),1/8/2017,4/15/2020,10/27/2018,43,8/21/2023,jcb,3578704737902356,11/6/2026,Loan Account,blwqerp,872.55,8/18/2013,3/5/2019
BILL007830115,ACC434733218,79782 Grim Lane,14,38114,442-246-5339,Coinsurance,T,Accident Insurance,12/6/2016,6/30/2022,7/24/2024,2,4/2/2023,maestro,675998598817411859,11/29/2027,Credit Account,modxdrj,205.05,6/4/2014,10/2/2016
BILL825907314,ACC966543241,737 Straubel Pass,19,79945,708-802-9501,Deductible,T,Exclusive Provider Organization (EPO),3/12/2015,4/26/2017,1/3/2024,38,5/13/2020,jcb,3538415393607333,12/23/2029,Checking Account,oaqqbpj,101.14,10/9/2013,6/24/2011
